what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Oracle Corporation",1509930994370
java.version,sysinfo,,,"1.8.0_74",1509930994370
java.vm.info,sysinfo,,,"mixed mode",1509930994370
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1509930994370
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1509930994370
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1509930994370
java.vm.specification.version,sysinfo,,,"1.8",1509930994370
java.vm.vendor,sysinfo,,,"Oracle Corporation",1509930994370
java.vm.version,sysinfo,,,"25.74-b02",1509930994370
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1509930994505
started,bundle,com.architexa.diagrams.relo.jdt,2.0.2.201406020043,"com.architexa.diagrams.relo.jdt",1509930994816
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1509930994846
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1509930994849
started,bundle,com.architexa.diagrams.strata,2.0.2.201406020043,"com.architexa.diagrams.strata",1509930994866
started,bundle,com.architexa.entJava,2.0.2.201406020043,"com.architexa.entJava",1509930995093
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1509930995106
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1509930995120
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1509930995256
started,bundle,com.architexa.external.eclipse.draw2d,2.0.2.201406020043,"com.architexa.external.eclipse.draw2d",1509930995378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509930995432
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1509930995479
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1509930995506
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1509930995784
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1509930995954
started,bundle,org.jboss.ide.eclipse.archives.core,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.core",1509930995988
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1509930996024
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.archives.webtools",1509930996221
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1509930996226
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.wtp.core",1509930996228
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1509930996581
started,bundle,org.jboss.ide.eclipse.as.ui.mbeans,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.ui.mbeans",1509930996589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509930997768
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1509931000197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931008305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931010727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931010740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931013896
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1509931018629
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1509931019394
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1509931019718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509931020515
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1509931026446
started,bundle,org.jboss.ide.eclipse.archives.ui,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.ui",1509931026589
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1509931026949
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1509931027006
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1509931027046
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1509931027112
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1509931027164
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1509931027191
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1509931027200
error,log,,,"Core exception while retrieving the content description",1509931027578
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1509931027594
error,log,,,"Core exception while retrieving the content description",1509931027666
error,log,,,"Core exception while retrieving the content description",1509931027668
error,log,,,"Core exception while retrieving the content description",1509931027672
error,log,,,"Core exception while retrieving the content description",1509931027674
error,log,,,"Core exception while retrieving the content description",1509931027676
error,log,,,"Core exception while retrieving the content description",1509931027677
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1509931027886
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1509931027924
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1509931040394
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1509931042909
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1509931048197
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1509931048941
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1509931049144
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1509931049389
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1509931050320
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1509931050482
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1509931050565
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1509931050663
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1509931050906
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1509931077762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931141077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931258673
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1509931260155
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1509931260223
started,bundle,org.jboss.tools.jmx.core,1.3.1.v20130102-1732-H80-Final,"org.jboss.tools.jmx.core",1509931261248
started,bundle,org.jboss.ide.eclipse.as.jmx.integration,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.jmx.integration",1509931261250
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1509931261355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931265166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931265618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931265637
started,bundle,org.jboss.tools.jmx.ui,1.3.1.v20130102-1732-H80-Final,"org.jboss.tools.jmx.ui",1509931265956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931266086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1509931266090
error,log,,,"Core exception while retrieving the content description",1509931266440
error,log,,,"Core exception while retrieving the content description",1509931266443
error,log,,,"Core exception while retrieving the content description",1509931266446
error,log,,,"Core exception while retrieving the content description",1509931266450
error,log,,,"Core exception while retrieving the content description",1509931266452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931269186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931269796
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1509931269968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931270136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931270175
error,log,,,"Core exception while retrieving the content description",1509931270995
error,log,,,"Core exception while retrieving the content description",1509931270997
error,log,,,"Core exception while retrieving the content description",1509931270999
error,log,,,"Core exception while retrieving the content description",1509931271000
error,log,,,"Core exception while retrieving the content description",1509931271002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931273711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509931278525
error,log,,,"Core exception while retrieving the content description",1509931278773
error,log,,,"Core exception while retrieving the content description",1509931278775
error,log,,,"Core exception while retrieving the content description",1509931278778
error,log,,,"Core exception while retrieving the content description",1509931278782
error,log,,,"Core exception while retrieving the content description",1509931278785
