what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509866553537
error,log,,,"Core exception while retrieving the content description",1509866554988
error,log,,,"Core exception while retrieving the content description",1509866554994
error,log,,,"Core exception while retrieving the content description",1509866554998
error,log,,,"Core exception while retrieving the content description",1509866555002
error,log,,,"Core exception while retrieving the content description",1509866555006
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1509866556571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866561844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866564112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866568740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866652899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866658266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866669040
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1509866683610
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1509866684220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866707162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866727870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866729765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866743213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1509866748480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1509866760291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1509866765985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1509866776528
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1509866778288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509866779217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866780271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866784214
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1509866784249
error,log,,,"Core exception while retrieving the content description",1509866785914
error,log,,,"Core exception while retrieving the content description",1509866785916
error,log,,,"Core exception while retrieving the content description",1509866785918
error,log,,,"Core exception while retrieving the content description",1509866785942
error,log,,,"Core exception while retrieving the content description",1509866785944
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1509866791187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509866791856
error,log,,,"Core exception while retrieving the content description",1509866793473
error,log,,,"Core exception while retrieving the content description",1509866793478
error,log,,,"Core exception while retrieving the content description",1509866793480
error,log,,,"Core exception while retrieving the content description",1509866793481
error,log,,,"Core exception while retrieving the content description",1509866793483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1509866802676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1509866805658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1509866809822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1509866818595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1509866820620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1509866825257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1509866832977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1509866838111
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1509866839719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1509866840414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509866841589
error,log,,,"Core exception while retrieving the content description",1509866843482
error,log,,,"Core exception while retrieving the content description",1509866843487
error,log,,,"Core exception while retrieving the content description",1509866843489
error,log,,,"Core exception while retrieving the content description",1509866843491
error,log,,,"Core exception while retrieving the content description",1509866843492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1509866845202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1509866846662
error,log,,,"Core exception while retrieving the content description",1509866848484
error,log,,,"Core exception while retrieving the content description",1509866848486
error,log,,,"Core exception while retrieving the content description",1509866848487
error,log,,,"Core exception while retrieving the content description",1509866848489
error,log,,,"Core exception while retrieving the content description",1509866848491
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1509866850405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866854224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866855039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509866856733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509867278494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509867281489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509869183989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509869184726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509870567945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509870570028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509870572866
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1509870577106
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1509870582835
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1509870582907
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1509870582968
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1509870583001
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1509870583019
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1509870583059
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1509870583090
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1509870583166
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1509870583219
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1509870583383
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1509870583436
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1509870583503
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1509870583565
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1509870583734
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1509870583750
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1509870583785
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1509870583839
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1509870583862
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1509870583924
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1509870583943
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1509870584006
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1509870584108
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1509870584174
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1509870584235
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1509870584250
